Date,Diagnosis,Mean CBL Pressure (hpa),Wind Direction at max 10 min mean (deg),Highest Gust (kt),Maximum Air Temperature (C),Highest ten minute mean wind speed (kt),Minimum Air Temperature (C),Potential Evapotranspiration (mm),Precipitation Amount (mm),Soil Moisture Deficits (mm),moderately drained Soil Moisture Deficits (mm),poorly drained Soil Moisture Deficits (mm),well drained Mean 10cm soil temperature (C),Sunshine duration (hours),Mean Wind Speed (kt)
11-03-13,0,1005.8,50,36,1.9,25,-3.1,1.2,0.5,2.1,-7,2.1,2.225,4.6,19.5
12-03-13,1,1006.9,50,26,4.5,18,-2.6,1.2,0,3.2,-5.5,3.2,2.375,4.6,10
13-03-13,0,1006.2,10,26,7.6,18,-1.7,1.1,1,3.3,-5.1,3.3,2.725,6.3,9.5
14-03-13,1,1002.2,250,24,8.5,18,-2.5,1,0.4,3.9,-4.2,3.9,2.975,3,11.9
15-03-13,0,989.8,220,31,9.9,20,-1.1,1.2,0.7,4.3,-3.5,4.3,4.9,4.7,11.5
16-03-13,0,982.3,0,20,7.9,14,-3.4,1,0.4,4.9,-2.8,4.9,4.275,5.4,5.8
17-03-13,0,978.8,240,17,4.8,13,0,0.5,3.8,1.6,-5.9,1.6,3.65,0.2,7.9
18-03-13,0,982.2,30,22,6.7,16,0.3,0.8,5.2,-2.8,-10,0,3.95,0.7,9.8
19-03-13,0,988.1,30,19,3.8,15,0,0.5,5.6,-5.1,-10,0,3.275,0.1,7.8
20-03-13,0,995.7,120,19,6.7,14,-0.2,0.8,1.9,-1.1,-10,0,3.775,2,6.5
21-03-13,0,997.2,100,40,5.6,28,3.3,1,8.7,-7.7,-10,0,4.075,0.3,20.8
22-03-13,0,992.4,120,40,5,29,2.6,0.4,24.2,-10,-10,0,4.175,0,20
23-03-13,0,999.4,100,26,3.6,19,1.5,0.5,0.9,-0.4,-9.9,0,3.65,0,14.5
24-03-13,0,1005.4,80,36,2.1,24,0.7,0.9,0,0.9,-8.5,0.9,2.25,0,18.9
25-03-13,0,1008.4,80,34,4.8,24,0.7,1.7,0,2.6,-6.4,2.6,2.15,3,19.2
26-03-13,0,1007.7,80,28,3.8,20,-0.3,1.1,2.2,1.5,-7.1,1.5,2.175,0.7,13.9
27-03-13,0,1005.8,50,26,3.3,18,-0.7,1,2.2,0.2,-8,0.2,1.95,0.9,10.6
28-03-13,0,1004.5,110,24,4.2,17,-1.9,1,1.5,-0.3,-8.1,0,2.325,1.5,10.9
29-03-13,0,1001.5,100,22,4,16,0.5,1.6,0,1.6,-6.1,1.6,2.9,6.2,12.6
30-03-13,0,1002.6,120,22,5.8,17,0.3,1.7,0,3.3,-4,3.3,4.1,5.5,11.1
31-03-13,0,1001.8,120,29,5.3,21,2.7,1.9,0,5.2,-1.9,5.2,4.325,4.9,15.6
01-04-13,0,1002,110,26,4.3,20,1.3,1.4,0,6.6,-0.3,6.6,3.2,0.1,14.9
02-04-13,0,1007.6,70,23,6.7,17,-0.3,1.7,0,8.2,1.4,8.2,3.85,10.1,12.2
03-04-13,0,1012,70,23,7.2,17,-1.2,1.9,0,10,3.3,10,4.375,11.3,11.8
04-04-13,0,1012.1,30,25,7.6,19,-3.5,1.7,0,11.5,5,11.5,4.2,10.6,11.8
05-04-13,0,1013.6,40,24,6.7,17,-3.9,1.1,0.2,12.3,5.9,12.3,4.175,4.6,9.2
06-04-13,0,1014.8,130,18,8.6,14,-5.6,1.7,0,13.8,7.5,13.8,4.8,11,6.3
07-04-13,0,1005.8,130,24,7.2,18,-2.6,1.2,0,14.8,8.8,14.8,5.025,0.2,10.1
08-04-13,0,993.8,80,34,7.8,23,1.3,1.6,0,16.2,10.4,16.2,5.35,1.7,16.4
09-04-13,0,990.5,70,30,7,22,2,1.2,0,17.2,11.6,17.2,4.925,2,13.8
10-04-13,0,990.2,110,19,7.9,13,1.5,0.8,0.4,17.5,12,17.5,5.25,0,8.8
11-04-13,0,984.1,130,21,8.7,17,3.7,0.7,14,4.1,-1.4,4.1,6.125,0.1,7.6
12-04-13,0,988.3,270,25,11.3,16,1.6,1.4,0.3,5.2,-0.2,5.2,7.05,4.6,7.3
13-04-13,0,990.3,130,29,13.5,22,0.3,0.9,1.1,4.9,-0.4,4.9,6.825,2,12.5
14-04-13,0,988.7,200,45,14.3,31,9.1,2,1.7,5.1,-0.1,5.1,9.65,3.1,18.2
15-04-13,0,993.6,210,37,16,24,8.8,3,0.5,7.4,2.4,7.4,10,6.3,17.5
16-04-13,0,995.5,240,47,14.1,33,7.4,3.4,0.2,10.4,5.6,10.4,10.1,10.9,19.6
17-04-13,0,990.1,220,54,14.9,37,7.5,2.1,0.7,11.6,7,11.6,9.55,0.8,21.1
18-04-13,0,995.2,220,51,11.6,35,4.9,1.9,4.8,8.5,4.1,8.5,8.8,6.6,22.2
19-04-13,0,1015.8,140,18,13.6,14,2.6,2.3,0,10.6,6.4,10.6,8.875,10.4,8.4
20-04-13,0,1016.7,200,22,13.4,17,1.7,2.1,0,12.5,8.5,12.5,8.85,6.7,9.7
21-04-13,0,1007.9,270,33,13.1,24,5.9,2.4,1.6,13,9.3,13,9.5,6.4,12.3
22-04-13,0,1001.7,250,34,16.6,26,6,2.3,0.3,14.7,11.2,14.7,9.475,2,16.4
23-04-13,0,1007,260,25,16.1,20,7.6,2.5,0,16.9,13.7,16.9,10.975,5.7,12.8
24-04-13,0,1010.5,220,31,14.1,22,6.6,1,5.5,12.2,9.1,12.2,11.225,0.1,10.9
25-04-13,0,1011.1,280,26,12.8,19,3.7,1.4,7.5,5.9,3,5.9,9.725,6.2,9.5
26-04-13,0,1009,280,36,9.8,23,1.8,2.2,0,8,5.2,8,8.1,9.2,14.6
27-04-13,0,1010.3,20,20,10.6,14,1.8,2.3,0,10.1,7.5,10.1,9.275,11.3,9
28-04-13,0,1004.5,290,36,12.6,24,4.2,2.1,1.3,10.7,8.3,10.7,9.475,2.7,15.4
29-04-13,0,1008.7,270,32,13.3,23,2.8,3,0,13.4,11.2,13.4,8.875,11.1,16.2
30-04-13,0,1016.3,140,22,11.5,12,0.2,1.3,0,17,15.1,17,9.425,7.6,7.4
01-05-13,0,1015,250,22,14.7,14,1.4,1.5,0.1,18.1,16.4,18.1,10.775,7.7,8.2
02-05-13,0,1012.7,230,20,15.4,14,-0.4,1.6,0,19.5,17.9,19.5,11.4,4.8,8.3
03-05-13,0,1005.2,220,33,14,24,8.3,1.5,1.2,19.5,18.1,19.5,11.575,0.1,15.6
04-05-13,0,1002.7,250,32,15.1,24,7,1.9,0.2,20.8,19.6,20.8,11.3,7.5,16
05-05-13,0,1007.1,230,30,17.2,21,10.4,2,0,22.5,21.5,22.5,13.125,5,13.3
06-05-13,0,1007.1,220,18,17,14,5.5,1.5,0.6,23.1,22.2,23.1,13.625,5.1,7.8
07-05-13,0,1000.2,120,21,16.4,16,4.2,2.8,0.2,23,22.2,23,13.7,8.6,8.6
08-05-13,0,988.2,110,37,16.1,28,7.6,2.4,6.5,18.3,17.8,18.3,12.625,3.1,16.3
09-05-13,0,985.2,250,37,12.1,26,7.4,2.1,4,16.1,15.8,16.1,9.925,1.9,19
10-05-13,0,994.2,250,33,14.4,26,6.2,2.8,2.9,15.6,15.5,15.6,10.575,6.9,15.5
11-05-13,0,999.5,270,40,11.6,29,5.3,2.2,3.6,13.9,13.9,13.9,10.1,7.4,17.4
12-05-13,0,1001.3,260,36,13.9,27,5.1,1.8,2.1,13.3,13.6,13.3,9.55,0.6,16.2
13-05-13,0,997.8,280,40,10.9,26,4.9,2.5,2.8,12.8,13.2,12.8,9.275,9.4,18
14-05-13,1,990.1,250,24,13.5,17,3.8,2.9,0.1,15.2,15.9,15.2,10.15,9.9,11.1
15-05-13,0,988.3,320,33,12.2,22,3.3,2.5,0.8,16.5,17.4,16.5,10.65,7.2,13.8
16-05-13,0,991,120,21,9.8,15,-0.4,1.7,0.1,17.9,18.9,17.9,9.725,4.8,7.3
17-05-13,0,998.4,20,18,12.9,14,-0.5,2.3,0,19.8,21,19.8,10.725,9.1,7.6
18-05-13,0,999.6,290,20,11,15,6.5,1.4,0.6,20.3,21.6,20.3,10.775,0.7,9.3
19-05-13,0,1003.1,120,14,15.8,10,8.6,3.3,0.1,22.9,24.5,22.9,14.15,9.3,4.5
20-05-13,0,1008.3,320,27,15.6,19,9.2,1.8,0,24.4,26,24.4,13.9,0.1,11.5
21-05-13,0,1011.2,320,22,17.2,15,7.8,3.1,0,26.8,28.6,26.8,13.875,5.3,11.4
22-05-13,0,1013.2,300,26,14.1,19,6,2.6,0,28.8,30.8,28.8,13.275,4.5,12.8
23-05-13,0,1010.1,340,50,10.8,25,3.9,2.5,0.6,30,32.1,30,10.875,3.9,14.7
24-05-13,0,1010,340,33,13.7,22,2.4,3,0,32.2,34.5,32.2,11.675,9.5,12.4
25-05-13,0,1012.2,130,20,14.5,15,1.2,3,0,34.4,36.8,34.4,13.7,12.7,6.8
26-05-13,0,1004.2,220,27,17.4,17,9.6,3.8,0,37,39.6,37,15.6,9.8,10.5
27-05-13,0,991.8,280,26,13.9,19,7.1,2.3,10.6,27.9,30.6,27.9,13.525,1.6,10
28-05-13,0,992.2,350,21,13.7,13,5.9,2.8,3.5,26.5,29.3,26.5,13.075,8.7,7
29-05-13,0,1000.3,30,25,18.6,19,8.8,4,5.2,24.4,27.4,24.4,14.75,13.1,12.9
30-05-13,0,1008.1,330,28,19.6,19,8,4.2,0,27.6,30.8,27.6,15.575,13.8,12
31-05-13,0,1013.2,300,20,15.7,15,5,1.4,0,28.6,31.9,28.6,13.65,2.3,9.1
01-06-13,0,1017.4,270,20,15.1,15,4.4,2.5,0,30.5,33.8,30.5,13.3,4.1,9.2
02-06-13,0,1020.2,260,18,16.3,10,6,2.6,0,32.4,35.8,32.4,14.3,2.5,6.3
03-06-13,0,1022.1,120,14,18.4,9,7.1,3.2,0,34.6,38.2,34.6,17.7,8.3,5.1
04-06-13,0,1018.2,70,15,18.4,10,4.2,3.7,0,37.2,40.9,37.2,18.15,15.3,5.2
05-06-13,0,1012.7,70,18,17.3,13,4.7,3.6,0,39.6,43.4,39.6,18.075,15.1,6.9
06-06-13,0,1012.8,90,17,17,13,4.9,3.5,0,41.9,45.7,41.9,17.85,14.6,7
07-06-13,0,1015.2,80,17,19.1,12,5.5,3.8,0,44.2,48.2,44.2,18.5,15.3,6.9
08-06-13,0,1012.3,30,15,18.9,10,4.4,3.8,0,46.5,50.5,46.5,19.225,15.5,5
09-06-13,0,1006.8,120,19,19.5,13,4,3.9,0,48.7,52.9,48.7,19.175,15.5,7.2
10-06-13,0,1001.8,140,27,18.1,20,4.8,3.3,3.6,47,51.2,47,18.375,10.1,10.4
11-06-13,0,996.3,160,26,18.4,20,10.1,1.8,20.6,27.4,31.6,27.4,15.75,0.4,11.8
12-06-13,0,993.3,140,18,16.5,13,11.1,2.3,9.1,20,24.3,20,15.375,4,6.8
13-06-13,0,996.6,270,33,16.8,23,7.4,2.6,3.9,18.3,22.7,18.3,14.7,6.8,11.4
14-06-13,1,993.9,150,36,16.4,26,7.5,2,3.5,16.4,20.9,16.4,13.325,0.8,12.8
15-06-13,0,993.2,250,36,17.7,24,7.1,3.5,0.2,19.2,23.8,19.2,13.525,14,15.5
16-06-13,0,1000.7,250,23,16.9,18,9.9,2.6,3.7,17.6,22.3,17.6,14.775,1.6,9.8
17-06-13,0,1005.7,80,15,15.6,11,7.6,1.8,3.3,15.8,20.5,15.8,14.65,3.8,7.7
18-06-13,0,1005.5,130,14,20.8,11,5.7,3.6,0,18.8,23.7,18.8,16.425,8.8,5.5
19-06-13,0,1007.5,300,20,19.8,12,7.8,4,0,22.1,27.1,22.1,18.4,12.3,6.9
20-06-13,0,1002.8,120,19,19.2,14,7.2,3.4,0,24.8,29.9,24.8,18.55,6.4,5.6
21-06-13,0,996,220,27,19.4,19,11.4,3,1.5,25.6,30.8,25.6,18.55,3.6,9.5
22-06-13,0,989.3,250,35,16.6,26,11,2.8,5.1,22.7,28,22.7,16.025,4.9,16.5
23-06-13,0,1001.8,290,35,14.9,26,9,2.1,0.7,23.7,29,23.7,13.8,1.2,18.7
24-06-13,0,1013.6,290,24,16.8,16,7.8,2.9,0,26,31.4,26,14.25,5.5,8.7
25-06-13,0,1018.5,150,15,18.1,8,8.7,2.5,0,27.9,33.4,27.9,15.9,2.3,4.1
26-06-13,0,1022.1,290,15,18.6,11,8.8,3.4,0,30.4,35.9,30.4,17.875,7.8,6.6
27-06-13,0,1018.3,280,25,17.3,18,8,1.2,3.8,27.5,33,27.5,15.45,0.1,11.5
28-06-13,0,1011.7,260,31,17.9,25,10.7,1.4,0.2,28.3,33.9,28.3,15.75,2.5,16.4
29-06-13,0,1013.2,260,29,22.2,21,10.1,2.9,0,30.5,36.1,30.5,15.625,4,12.3
30-06-13,0,1009.2,260,33,17.9,26,11.3,2.8,1.6,30.9,36.5,30.9,16.1,3.3,15.8
01-07-13,0,1004.5,260,22,17.9,15,9.9,3.2,0,33.2,38.9,33.2,15.525,2.3,10
02-07-13,0,995.2,260,25,17.4,20,11.7,1.8,6.9,27.5,33.3,27.5,14.975,0.1,10.7
03-07-13,0,995.7,270,21,19.5,16,11.4,2.4,0.1,29.3,35.1,29.3,15.55,1.7,11.2
04-07-13,0,1007.2,270,31,18.2,23,11.4,2.9,0,31.4,37.3,31.4,17,6.3,16.8
05-07-13,0,1017,240,18,20.1,14,9.6,3.7,0,34.1,40,34.1,18,10.6,6.9
06-07-13,0,1019.5,130,16,21.8,12,10.9,3.9,0,36.8,42.7,36.8,20.15,11.7,6.6
07-07-13,0,1023.8,270,13,21.8,9,11.5,2.8,0,38.7,44.6,38.7,20.65,5.2,5.2
08-07-13,0,1024.2,50,14,23.2,9,10.1,4.2,0,41.4,47.3,41.4,21.7,13.6,4.9
09-07-13,0,1020.4,70,12,26.2,10,10,4.6,0,44.2,50.2,44.2,23,14.8,4.1
10-07-13,0,1017.6,50,13,21.5,10,9.5,3.7,0,46.4,52.4,46.4,22.55,14.2,5.3
11-07-13,0,1016.4,100,14,22.3,10,9.5,4,0,48.7,54.7,48.7,22.6,14.2,5
12-07-13,0,1015.1,130,15,26,11,8.7,4.4,0,51.2,57.2,51.2,23,14.3,4.2
13-07-13,0,1016.2,80,13,23.5,10,12.6,4,0,53.3,59.3,53.3,23.525,10.7,5.7
14-07-13,0,1015.6,270,17,25.2,10,10.9,3.6,0,55.2,61.1,55.2,22.175,8.1,4.6
15-07-13,0,1014.7,250,17,19.2,13,12.5,2.4,0,56.4,62.3,56.4,20.375,2.8,7.4
16-07-13,0,1014.5,260,15,22.2,12,13.6,3.3,0,58,63.9,58,20.125,2.4,6.5
17-07-13,0,1016.3,140,15,23.8,9,13.2,3.7,0,59.7,65.6,59.7,21.85,5.4,5
18-07-13,1,1018.2,70,16,24.5,9,10.8,4.4,0,61.7,67.5,61.7,22.7,14.7,5.6
19-07-13,0,1016.5,60,14,25.1,11,12,4.2,0,63.6,69.3,63.6,23.025,14.5,7
20-07-13,0,1013.5,130,20,23.4,13,12.9,4,0,65.3,70.9,65.3,23.35,13.8,7.8
21-07-13,0,1009.5,80,14,19.9,12,11.5,2.3,0,66.2,71.8,66.2,21.025,3.1,6.2
22-07-13,0,1005,130,25,22.6,19,13.3,3.4,0,67.6,73.1,67.6,21.725,7,8.5
23-07-13,0,1001.2,140,22,24.2,15,15.5,3.2,3.9,64.9,70.4,64.9,21.8,2.6,6.8
24-07-13,0,1000,140,24,21.5,16,13.9,2.4,13,52.9,58.3,52.9,19.275,2.3,9
25-07-13,0,999.2,200,24,21.7,16,14,2.9,20.5,33.9,39.3,33.9,19.5,4.9,6
26-07-13,0,1000.2,150,20,21.1,14,13.4,2.8,1,34.8,40.3,34.8,19.175,6.2,6.1
27-07-13,0,996.7,130,20,19.8,15,8.5,2.7,0,36.6,42.2,36.6,17.875,6.3,6.8
28-07-13,0,992.2,140,20,21.6,15,8.9,2.3,11.1,27.1,32.6,27.1,17.75,5.4,6
29-07-13,0,996.3,270,23,21,18,13.7,3.1,4.7,24.7,30.3,24.7,18.075,6.9,8.3
30-07-13,0,1000.5,280,26,20.8,20,11.1,3.4,0,27.4,33.1,27.4,17.3,9.5,10.7
31-07-13,0,998.6,210,24,20.5,16,12.8,1.8,7.6,21.2,26.9,21.2,16.75,1.4,9.2
01-08-13,0,993,190,29,22.1,16,16.6,2.5,3.2,20,25.8,20,18.425,2.6,10.9
02-08-13,0,991.7,220,32,21.7,22,13.2,3.6,8.2,14.7,20.6,14.7,18.125,9.3,14.7
03-08-13,0,998.7,250,32,20.2,23,12.3,3.4,3.9,13.8,19.7,13.8,16.5,6.2,12.9
04-08-13,0,1001.8,130,17,19.4,12,11.3,2.4,5.2,10.7,16.7,10.7,17.225,4.5,6.5
05-08-13,0,1002,280,22,19.9,16,11.1,2.9,0.2,13.1,19.2,13.1,17.175,6.1,9.3
06-08-13,0,1004.2,140,18,19.3,12,10,2.3,0,15.1,21.3,15.1,16.85,1,6.9
07-08-13,0,1006,90,13,20.3,9,7.9,2.8,0,17.5,23.7,17.5,18.025,7.7,4.1
08-08-13,0,1005.5,250,27,22.1,18,12.4,2.9,0.1,19.8,26.1,19.8,19.125,4,8.5
09-08-13,0,1008.8,260,23,17.7,17,13.1,2.4,0,21.8,28.1,21.8,17.575,0.8,10.6
10-08-13,0,1010.5,280,23,20.5,17,12.6,3,0,24.2,30.6,24.2,17.875,5.3,9.2
11-08-13,0,1007,270,28,18.9,21,11.5,3.2,0,26.7,33.1,26.7,17.8,6.8,14
12-08-13,0,1008.5,280,29,18.3,22,10.3,3,1,27.9,34.4,27.9,16.475,7.4,12.4
13-08-13,0,1011.2,270,18,19.4,13,11.2,2.4,1.3,28.4,34.9,28.4,16.575,1.1,8.5
14-08-13,0,1007.9,270,21,22.9,16,10.4,2.2,1.2,28.9,35.4,28.9,18.15,1.3,6.5
15-08-13,0,1001.7,220,34,21.8,20,13.6,1.8,16.3,13.9,20.5,13.9,18.225,1.3,11.9
16-08-13,0,1002.5,290,24,20,17,10.7,2.4,0.1,15.9,22.5,15.9,17,6.3,8.6
17-08-13,0,995.1,270,31,21.8,24,12.1,2.2,1.4,16.3,23,16.3,16.875,4,14
18-08-13,0,998.7,270,26,18.2,19,11.5,3,0.1,18.8,25.5,18.8,16.25,7.2,12.2
19-08-13,0,1009.4,260,24,19.9,19,10.4,2.9,0,21.2,27.9,21.2,16.8,6.5,11.3
20-08-13,0,1013,210,23,20.5,17,13.8,2.8,0,23.4,30.2,23.4,17.85,2.3,10.1
21-08-13,1,1009.2,250,27,21.2,20,14.5,2.9,0,25.7,32.5,25.7,18.775,5,13.6
22-08-13,0,1006.6,120,19,18.9,13,13.2,2.4,0,27.5,34.4,27.5,19.425,6.1,8.1
23-08-13,0,1003.3,300,18,17.4,13,12,1.2,3.9,24.5,31.3,24.5,17.4,0.1,5.4
24-08-13,0,1005.5,270,14,16.5,10,8.1,1,0.1,25.1,31.9,25.1,15.575,1,6.8
25-08-13,0,1008.6,340,17,20,11,9.8,2,0.7,26,32.9,26,16.775,2.8,6.5
26-08-13,0,1011.5,290,12,18.5,10,8,1.7,0,27.3,34.2,27.3,16.2,1.3,4.3
27-08-13,0,1012.2,40,14,18.9,11,10.5,1.4,0.4,27.9,34.8,27.9,16.525,0.8,5.8
28-08-13,0,1012.8,260,18,19.3,14,9.2,2.2,0,29.6,36.5,29.6,16.525,3.5,5.5
29-08-13,0,1009.6,270,25,20.9,19,13.4,2.7,0,31.6,38.5,31.6,18.175,7.9,12.4
30-08-13,0,1009.8,270,33,21.1,26,9.2,2.4,1.2,32.1,39,32.1,17.75,3.3,13.1
31-08-13,0,1018,300,29,16.6,20,8,2.5,0,33.9,40.8,33.9,14.85,6.8,11.8
01-09-13,0,1019.3,260,30,17.5,23,9.2,2.3,0,35.5,42.4,35.5,14.8,1.5,15.6
02-09-13,0,1016.7,260,33,21.1,26,13.3,2.8,0,37.4,44.3,37.4,17.075,6.2,16
03-09-13,0,1014.8,250,19,22.2,14,12.1,2.9,0,39.3,46.2,39.3,18.625,11.4,6.1
04-09-13,1,1007.6,220,22,23.3,16,11.4,3.5,0,41.5,48.4,41.5,18.225,9.2,8.2
05-09-13,0,1004.1,270,19,17.2,15,6.7,2,0,42.8,49.7,42.8,17.7,6.6,7.6
06-09-13,0,1002.1,20,25,15.9,17,3.5,2,1.6,42.4,49.3,42.4,15.1,7.1,9.2
07-09-13,0,1000.9,270,26,10.8,21,7.8,1.1,5.3,37.8,44.6,37.8,12.7,0,14.4
08-09-13,0,1003.2,260,21,14.9,15,4.9,1.6,2.3,36.5,43.3,36.5,12.7,4,9.8
09-09-13,0,1009.7,320,22,16.5,16,3.9,1.8,0,37.7,44.5,37.7,12,5,8.6
10-09-13,0,1015.9,320,25,16.8,18,8.5,2.1,0,39.1,45.9,39.1,13.1,7.9,11.4
11-09-13,0,1013.8,260,25,17,19,11.1,1.1,1,38.8,45.6,38.8,13.975,0.1,11.5
12-09-13,0,1008,260,24,18.4,17,9.4,0.8,3,36.3,43.2,36.3,15.65,0,9.8
13-09-13,0,1009.7,290,12,13.4,9,6.1,1.1,0.2,36.9,43.7,36.9,13.175,0.1,5.8
14-09-13,0,1008.2,330,16,16.5,9,4.5,1.9,0,38.1,45,38.1,12.625,8.4,6.1
15-09-13,0,996.7,280,48,17,34,7.2,1.6,1.9,37.3,44.1,37.3,12.975,4.7,20.8
16-09-13,0,992.2,280,40,13.2,28,6.7,2.2,0.3,38.5,45.3,38.5,11.15,8.4,19.8
17-09-13,0,989.2,260,27,10,19,7.8,0.8,9.6,29.4,36.2,29.4,11.15,0,8.2
18-09-13,0,995.7,280,31,13.7,23,8,1.8,0,30.7,37.6,30.7,11.25,5.8,12.2
19-09-13,0,997.8,270,39,17,27,8.5,1.9,5.1,27,33.8,27,12.1,7.4,15.9
20-09-13,0,1006.2,240,18,16.3,13,8.7,1.8,0,28.3,35.2,28.3,12.275,3.2,7.2
21-09-13,0,1010.5,250,27,22.9,20,11.7,2.3,0,30,36.9,30,15.15,6.8,8.1
22-09-13,0,1015.2,240,17,21.7,12,10.1,2.1,0,31.5,38.4,31.5,16.475,9.3,7.6
23-09-13,0,1011.7,130,20,19.9,16,9.1,1.8,0.1,32.7,39.6,32.7,16.3,10.6,9.2
24-09-13,0,1005.7,120,14,17.4,10,13,1.2,0.9,32.6,39.5,32.6,16.4,1.7,6.7
25-09-13,0,1002.4,60,11,15.4,9,12.9,0.7,1.4,31.8,38.6,31.8,15.3,0,5.1
26-09-13,0,1004.2,140,19,14.4,15,13.2,0.6,1.8,30.4,37.2,30.4,14.425,0,9.3
27-09-13,0,1003.1,130,20,17.8,14,11.3,1.4,0,31.4,38.3,31.4,15.325,5.9,7.5
28-09-13,0,999.1,30,15,17.1,11,9.7,1.2,0.5,31.7,38.6,31.7,14.525,3.1,7.2
29-09-13,0,997,90,23,16.7,17,11.4,1.4,0,32.7,39.6,32.7,14.575,3.9,10.2
30-09-13,0,995.2,120,25,14.9,15,10.6,0.6,0.1,33.1,40,33.1,13.65,0.2,10
01-10-13,0,994.2,130,25,14.9,18,12.7,0.7,10.5,23.1,29.9,23.1,13.975,0,13.5
02-10-13,0,992.8,150,27,16.8,20,14,0.6,4,19.6,26.5,19.6,14.825,0.1,14
03-10-13,0,991.5,140,20,16.6,14,13.7,0.6,20.1,-0.1,6.9,0,15.05,0,8.7
04-10-13,0,997.7,280,21,16.6,15,11,1,1,0,6.8,0,14.925,1.8,8.1
05-10-13,0,1008.1,240,21,19,15,10.5,1.7,0,1.7,8.5,1.7,14.15,7.1,8.7
06-10-13,0,1010.5,210,23,19.4,16,12.2,1.4,0,3.1,9.9,3.1,14.425,0.4,10.4
07-10-13,0,1009.3,220,29,19,19,15.5,1.5,0.2,4.4,11.2,4.4,15.5,0.9,12
08-10-13,0,1012.7,250,26,16,19,11.3,0.9,0,5.3,12.2,5.3,14.6,2,10.9
09-10-13,0,1013.8,310,30,13.2,21,4.7,1.3,0,6.5,13.5,6.5,11.975,4.3,13.7
10-10-13,0,1016.9,20,22,11.9,16,2.4,1.3,0,7.8,14.7,7.8,9.35,9.8,9.8
11-10-13,0,1018.7,50,25,13.4,18,3.1,1,0,8.6,15.5,8.6,10.075,1.8,11.4
12-10-13,0,1014.6,40,19,12.3,15,9.4,0.8,0,9.4,16.5,9.4,10.975,0,10.2
13-10-13,0,1007.9,30,17,11.7,12,8.1,0.7,1,9.1,16.1,9.1,11.125,1.8,7.4
14-10-13,0,1003.2,30,23,12.7,17,5.3,0.8,0.1,9.7,16.8,9.7,10.5,2.9,8.9
15-10-13,0,1001.6,120,19,13.3,13,1.8,0.6,0,10.3,17.4,10.3,8.95,7,6.7
16-10-13,0,995.5,130,29,13.3,21,9.5,0.8,25.4,-10,-7.3,0,10.55,1.7,12.2
17-10-13,0,999.5,230,19,16.8,13,8.3,1,0,1,-6,1,10.925,6.5,6.7
18-10-13,0,994.9,140,35,14,27,11.2,0.6,19.2,-10,-10,0,11.65,0,15.5
19-10-13,0,987.2,210,26,15.5,14,10,0.7,4.4,-3.7,-10,0,11.825,1.9,7.3
20-10-13,0,986.2,230,30,15.2,21,9.6,0.9,3,-2.1,-10,0,11.6,5,10.9
21-10-13,0,984.8,200,30,16.6,21,6.6,0.5,11.5,-10,-10,0,11.175,0,9.9
22-10-13,0,976.4,200,26,17,18,12.5,1,1.6,-0.6,-10,0,12.975,2.4,8.2
23-10-13,0,986,270,33,13.4,25,5.2,0.7,0,0.7,-8.8,0.7,11,8.2,14.8
24-10-13,0,996.3,140,21,15.2,15,3.4,0.6,2.9,-1.6,-10,0,9.675,4.5,8.8
25-10-13,0,988,120,33,16.3,24,11.6,0.9,8.5,-7.6,-10,0,12.2,4.8,11
26-10-13,0,983.7,260,36,13.5,28,9.5,1,4.5,-3.5,-10,0,10.8,0.9,10.8
27-10-13,0,975.4,240,43,13.5,31,9.3,1.3,7.5,-6.2,-10,0,9.825,4.1,18.1
28-10-13,0,981.6,260,31,12.1,23,7.1,1.1,0.4,0.7,-8.8,0.7,9.65,4.3,16.4
29-10-13,0,998.7,270,27,10.4,21,4.5,0.9,0.2,1.4,-7.7,1.4,7.8,6.6,14
30-10-13,0,1000.9,230,37,14.4,25,4.6,0.7,0.3,1.8,-6.9,1.8,7.925,0.7,10.5
31-10-13,0,1000.7,240,31,13.3,21,7.4,1.1,1.5,1.4,-6.9,1.4,8.35,3.7,12.7
01-11-13,0,994.8,270,18,11.1,14,2,0.7,0,2.1,-5.9,2.1,7.5,4.2,6.8
02-11-13,0,981.1,270,45,11.3,31,1,1,2.6,0.4,-7.2,0.4,6.65,4,17.8
03-11-13,0,984.9,240,35,9.8,21,2,0.7,1.1,0,-7.3,0,6.55,6.7,12
04-11-13,0,983.8,270,17,9.3,14,-0.1,0.5,0.1,0.4,-6.5,0.4,5.3,7.1,8.4
05-11-13,0,982.2,260,35,9.7,27,6.1,0.8,2.2,-1,-7.6,0,7.175,1,14.9
06-11-13,0,987.3,240,19,9.3,14,4.4,0.4,1.7,-1.3,-8.6,0,7.525,0,9.2
07-11-13,0,991.8,240,33,10.2,24,3.6,0.9,1.1,-0.2,-8.4,0,6.175,4.7,13.8
08-11-13,0,992.6,270,24,8.9,18,3,0.6,0.2,0.4,-7.5,0.4,5.775,5.7,11
09-11-13,0,994,240,25,7.7,19,2.4,0.5,0.6,0.3,-7.3,0.3,4.875,4,10.8
10-11-13,0,1002.8,150,23,10.7,17,0.7,0.2,4.6,-4,-10,0,5.125,4.3,9.2
11-11-13,0,1006.4,260,28,13.9,21,9,0.4,0.7,-0.3,-9.8,0,9.5,0.1,13
